"poolFeeData","PoolFeeData","OBJECT","quickswap","Subscription"
"poolFeeDatas","Unknown","NON_NULL","quickswap","Subscription"
"poolHourData","PoolHourData","OBJECT","quickswap","Subscription"
"poolHourDatas","Unknown","NON_NULL","quickswap","Subscription"
"tickHourData","TickHourData","OBJECT","quickswap","Subscription"
"tickHourDatas","Unknown","NON_NULL","quickswap","Subscription"
"tickDayData","TickDayData","OBJECT","quickswap","Subscription"
"tickDayDatas","Unknown","NON_NULL","quickswap","Subscription"
"tokenDayData","TokenDayData","OBJECT","quickswap","Subscription"
"tokenDayDatas","Unknown","NON_NULL","quickswap","Subscription"
"tokenHourData","TokenHourData","OBJECT","quickswap","Subscription"
"tokenHourDatas","Unknown","NON_NULL","quickswap","Subscription"
"feeHourData","FeeHourData","OBJECT","quickswap","Subscription"
"feeHourDatas","Unknown","NON_NULL","quickswap","Subscription"
"_meta","_Meta_","OBJECT","quickswap","Subscription"
"id","ID","NON_NULL","quickswap","Swap"
"transaction","Transaction","NON_NULL","quickswap","Swap"
"timestamp","BigInt","NON_NULL","quickswap","Swap"
"pool","Pool","NON_NULL","quickswap","Swap"
"token0","Token","NON_NULL","quickswap","Swap"
"token1","Token","NON_NULL","quickswap","Swap"
"sender","Bytes","NON_NULL","quickswap","Swap"
"recipient","Bytes","NON_NULL","quickswap","Swap"
"liquidity","BigInt","NON_NULL","quickswap","Swap"
"origin","Bytes","NON_NULL","quickswap","Swap"
"amount0","BigDecimal","NON_NULL","quickswap","Swap"
"amount1","BigDecimal","NON_NULL","quickswap","Swap"
"amountUSD","BigDecimal","NON_NULL","quickswap","Swap"
"price","BigInt","NON_NULL","quickswap","Swap"
"tick","BigInt","NON_NULL","quickswap","Swap"
"logIndex","BigInt","SCALAR","quickswap","Swap"
"id","ID","NON_NULL","quickswap","Tick"
"poolAddress","String","SCALAR","quickswap","Tick"
"tickIdx","BigInt","NON_NULL","quickswap","Tick"
"pool","Pool","NON_NULL","quickswap","Tick"
"liquidityGross","BigInt","NON_NULL","quickswap","Tick"
"liquidityNet","BigInt","NON_NULL","quickswap","Tick"
"price0","BigDecimal","NON_NULL","quickswap","Tick"
"price1","BigDecimal","NON_NULL","quickswap","Tick"
"volumeToken0","BigDecimal","NON_NULL","quickswap","Tick"
"volumeToken1","BigDecimal","NON_NULL","quickswap","Tick"
"volumeUSD","BigDecimal","NON_NULL","quickswap","Tick"
"untrackedVolumeUSD","BigDecimal","NON_NULL","quickswap","Tick"
"feesUSD","BigDecimal","NON_NULL","quickswap","Tick"
"collectedFeesToken0","BigDecimal","NON_NULL","quickswap","Tick"
"collectedFeesToken1","BigDecimal","NON_NULL","quickswap","Tick"
"collectedFeesUSD","BigDecimal","NON_NULL","quickswap","Tick"
"createdAtTimestamp","BigInt","NON_NULL","quickswap","Tick"
"createdAtBlockNumber","BigInt","NON_NULL","quickswap","Tick"
"liquidityProviderCount","BigInt","NON_NULL","quickswap","Tick"
"feeGrowthOutside0X128","BigInt","NON_NULL","quickswap","Tick"
"feeGrowthOutside1X128","BigInt","NON_NULL","quickswap","Tick"
"id","ID","NON_NULL","quickswap","TickDayData"
"date","Int","NON_NULL","quickswap","TickDayData"
"pool","Pool","NON_NULL","quickswap","TickDayData"
"tick","Tick","NON_NULL","quickswap","TickDayData"
"liquidityGross","BigInt","NON_NULL","quickswap","TickDayData"
"liquidityNet","BigInt","NON_NULL","quickswap","TickDayData"
"volumeToken0","BigDecimal","NON_NULL","quickswap","TickDayData"
"volumeToken1","BigDecimal","NON_NULL","quickswap","TickDayData"
"volumeUSD","BigDecimal","NON_NULL","quickswap","TickDayData"
"feesUSD","BigDecimal","NON_NULL","quickswap","TickDayData"
"feeGrowthOutside0X128","BigInt","NON_NULL","quickswap","TickDayData"
"feeGrowthOutside1X128","BigInt","NON_NULL","quickswap","TickDayData"
"id","ID","NON_NULL","quickswap","TickHourData"
"periodStartUnix","Int","NON_NULL","quickswap","TickHourData"
"pool","Pool","NON_NULL","quickswap","TickHourData"
"tick","Tick","NON_NULL","quickswap","TickHourData"
"liquidityGross","BigInt","NON_NULL","quickswap","TickHourData"
"liquidityNet","BigInt","NON_NULL","quickswap","TickHourData"
"volumeToken0","BigDecimal","NON_NULL","quickswap","TickHourData"
"volumeToken1","BigDecimal","NON_NULL","quickswap","TickHourData"
"volumeUSD","BigDecimal","NON_NULL","quickswap","TickHourData"
"feesUSD","BigDecimal","NON_NULL","quickswap","TickHourData"
"id","ID","NON_NULL","quickswap","Token"
"symbol","String","NON_NULL","quickswap","Token"
"name","String","NON_NULL","quickswap","Token"
"decimals","BigInt","NON_NULL","quickswap","Token"
"totalSupply","BigInt","NON_NULL","quickswap","Token"
"volume","BigDecimal","NON_NULL","quickswap","Token"
"volumeUSD","BigDecimal","NON_NULL","quickswap","Token"
"untrackedVolumeUSD","BigDecimal","NON_NULL","quickswap","Token"
"feesUSD","BigDecimal","NON_NULL","quickswap","Token"
"txCount","BigInt","NON_NULL","quickswap","Token"
"poolCount","BigInt","NON_NULL","quickswap","Token"
"totalValueLocked","BigDecimal","NON_NULL","quickswap","Token"
"totalValueLockedUSD","BigDecimal","NON_NULL","quickswap","Token"
"totalValueLockedUSDUntracked","BigDecimal","NON_NULL","quickswap","Token"
"derivedMatic","BigDecimal","NON_NULL","quickswap","Token"
"whitelistPools","Unknown","NON_NULL","quickswap","Token"
"tokenDayData","Unknown","NON_NULL","quickswap","Token"
"id","ID","NON_NULL","quickswap","TokenDayData"
"date","Int","NON_NULL","quickswap","TokenDayData"
"token","Token","NON_NULL","quickswap","TokenDayData"
"volume","BigDecimal","NON_NULL","quickswap","TokenDayData"
"volumeUSD","BigDecimal","NON_NULL","quickswap","TokenDayData"
"untrackedVolumeUSD","BigDecimal","NON_NULL","quickswap","TokenDayData"
"totalValueLocked","BigDecimal","NON_NULL","quickswap","TokenDayData"
"totalValueLockedUSD","BigDecimal","NON_NULL","quickswap","TokenDayData"
"priceUSD","BigDecimal","NON_NULL","quickswap","TokenDayData"
"feesUSD","BigDecimal","NON_NULL","quickswap","TokenDayData"
"open","BigDecimal","NON_NULL","quickswap","TokenDayData"
"high","BigDecimal","NON_NULL","quickswap","TokenDayData"
"low","BigDecimal","NON_NULL","quickswap","TokenDayData"
"close","BigDecimal","NON_NULL","quickswap","TokenDayData"
"id","ID","NON_NULL","quickswap","TokenHourData"
"periodStartUnix","Int","NON_NULL","quickswap","TokenHourData"
"token","Token","NON_NULL","quickswap","TokenHourData"
"volume","BigDecimal","NON_NULL","quickswap","TokenHourData"
"volumeUSD","BigDecimal","NON_NULL","quickswap","TokenHourData"
"untrackedVolumeUSD","BigDecimal","NON_NULL","quickswap","TokenHourData"
"totalValueLocked","BigDecimal","NON_NULL","quickswap","TokenHourData"
"totalValueLockedUSD","BigDecimal","NON_NULL","quickswap","TokenHourData"
"priceUSD","BigDecimal","NON_NULL","quickswap","TokenHourData"
"feesUSD","BigDecimal","NON_NULL","quickswap","TokenHourData"
"open","BigDecimal","NON_NULL","quickswap","TokenHourData"
"high","BigDecimal","NON_NULL","quickswap","TokenHourData"
"low","BigDecimal","NON_NULL","quickswap","TokenHourData"
"close","BigDecimal","NON_NULL","quickswap","TokenHourData"
"id","ID","NON_NULL","quickswap","Transaction"
"blockNumber","BigInt","NON_NULL","quickswap","Transaction"
"timestamp","BigInt","NON_NULL","quickswap","Transaction"
"gasLimit","BigInt","NON_NULL","quickswap","Transaction"
"gasPrice","BigInt","NON_NULL","quickswap","Transaction"
"mints","Unknown","NON_NULL","quickswap","Transaction"
"burns","Unknown","NON_NULL","quickswap","Transaction"
"swaps","Unknown","NON_NULL","quickswap","Transaction"
"flashed","Unknown","NON_NULL","quickswap","Transaction"
"collects","Unknown","NON_NULL","quickswap","Transaction"
"hash","Bytes","SCALAR","quickswap","_Block_"
"number","Int","NON_NULL","quickswap","_Block_"
"timestamp","Int","SCALAR","quickswap","_Block_"
"parentHash","Bytes","SCALAR","quickswap","_Block_"
"block","_Block_","NON_NULL","quickswap","_Meta_"
"deployment","String","NON_NULL","quickswap","_Meta_"
"hasIndexingErrors","Boolean","NON_NULL","quickswap","_Meta_"
